Timestamp,Player Name,Player UUID,Class,ID,Name,Position,Change,Old Data,New Data
"2023-08-17T15:28:51.928+02:00","Cocam12345","e07e6e16-b0ba-4454-900c-65c7cb28e049","mtr.data.Rail","","","(-463, 76, 496)
(-463, 76, 504)","CREATE","{}","{
  ""type"": ""STONE"",
  ""one_way"": true
}"
"2023-08-17T15:29:05.333+02:00","Cocam12345","e07e6e16-b0ba-4454-900c-65c7cb28e049","mtr.data.Rail","","","(-443, 76, 475)
(-463, 76, 496)","CREATE","{}","{
  ""type"": ""STONE"",
  ""one_way"": true
}"
"2023-08-17T15:30:17.927+02:00","Cocam12345","e07e6e16-b0ba-4454-900c-65c7cb28e049","mtr.data.Rail","","","(-438, 76, 475)
(-443, 76, 475)","CREATE","{}","{
  ""type"": ""STONE"",
  ""one_way"": true
}"
"2023-08-17T15:30:40.477+02:00","Cocam12345","e07e6e16-b0ba-4454-900c-65c7cb28e049","mtr.data.Rail","","","(-418, 76, 475)
(-438, 76, 475)","CREATE","{}","{
  ""type"": ""STONE"",
  ""one_way"": true
}"
"2023-08-17T15:30:59.135+02:00","Cocam12345","e07e6e16-b0ba-4454-900c-65c7cb28e049","mtr.data.Rail","","","(-418, 76, 480)
(-438, 76, 480)","CREATE","{}","{
  ""type"": ""STONE"",
  ""one_way"": true
}"
"2023-08-17T15:32:37.222+02:00","Cocam12345","e07e6e16-b0ba-4454-900c-65c7cb28e049","mtr.block.BlockRailwaySign$TileEntityRailwaySign","","","(-419, 81, 475)","EDIT","{
  ""sign_length0"": """",
  ""sign_length6"": """",
  ""sign_length1"": """",
  ""sign_length3"": """"
}","{
  ""sign_length0"": ""ARROW_UP_LEFT"",
  ""sign_length6"": ""AIRPORT_EXPRESS_TRAINS_CITY_FLIPPED"",
  ""sign_length1"": ""AIRPLANE_UP_LEFT"",
  ""sign_length3"": ""ARROW_UP""
}"
"2023-08-17T15:36:14.067+02:00","Cocam12345","e07e6e16-b0ba-4454-900c-65c7cb28e049","mtr.data.Rail","","","(-391, 76, 475)
(-418, 76, 475)","CREATE","{}","{
  ""type"": ""STONE"",
  ""one_way"": true
}"
"2023-08-17T15:36:27.223+02:00","Cocam12345","e07e6e16-b0ba-4454-900c-65c7cb28e049","mtr.data.Rail","","","(-391, 76, 480)
(-418, 76, 480)","CREATE","{}","{
  ""type"": ""STONE"",
  ""one_way"": true
}"
"2023-08-17T15:37:10.593+02:00","Cocam12345","e07e6e16-b0ba-4454-900c-65c7cb28e049","mtr.block.BlockNode","","","(-384, 76, 468)","DELETE","{
  ""type"": ""TRAIN""
}","{}"
"2023-08-17T15:37:20.718+02:00","Cocam12345","e07e6e16-b0ba-4454-900c-65c7cb28e049","mtr.data.Rail","","","(-384, 76, 468)
(-391, 76, 475)","CREATE","{}","{
  ""type"": ""STONE"",
  ""one_way"": true
}"
"2023-08-17T15:37:25.519+02:00","Cocam12345","e07e6e16-b0ba-4454-900c-65c7cb28e049","mtr.data.Rail","","","(-383, 76, 475)
(-391, 76, 475)","CREATE","{}","{
  ""type"": ""STONE"",
  ""one_way"": true
}"
"2023-08-17T15:37:59.766+02:00","Cocam12345","e07e6e16-b0ba-4454-900c-65c7cb28e049","mtr.data.Rail","","","(-375, 76, 475)
(-383, 76, 475)","CREATE","{}","{
  ""type"": ""STONE"",
  ""one_way"": true
}"
"2023-08-17T15:38:16.428+02:00","Cocam12345","e07e6e16-b0ba-4454-900c-65c7cb28e049","mtr.data.Rail","","","(-384, 76, 461)
(-384, 76, 468)","CREATE","{}","{
  ""type"": ""STONE"",
  ""one_way"": true
}"
"2023-08-17T15:38:41.021+02:00","Cocam12345","e07e6e16-b0ba-4454-900c-65c7cb28e049","mtr.data.Rail","","","(-380, 76, 461)
(-380, 76, 468)","CREATE","{}","{
  ""type"": ""STONE"",
  ""one_way"": true
}"
"2023-08-17T15:38:59.063+02:00","Cocam12345","e07e6e16-b0ba-4454-900c-65c7cb28e049","mtr.data.Rail","","","(-375, 76, 480)
(-383, 76, 480)","CREATE","{}","{
  ""type"": ""STONE"",
  ""one_way"": true
}"
"2023-08-17T15:39:01.571+02:00","Cocam12345","e07e6e16-b0ba-4454-900c-65c7cb28e049","mtr.data.Rail","","","(-383, 76, 480)
(-391, 76, 480)","CREATE","{}","{
  ""type"": ""STONE"",
  ""one_way"": true
}"
