Timestamp,Player Name,Player UUID,Class,ID,Name,Position,Change,Old Data,New Data
"2024-06-14T12:18:34.438+02:00","Cocam12345","e07e6e16-b0ba-4454-900c-65c7cb28e049","mtr.block.BlockNode","","","(-2703, 81, 3691)","DELETE","{
  ""type"": ""TRAIN""
}","{}"
"2024-06-14T12:18:48.286+02:00","Cocam12345","e07e6e16-b0ba-4454-900c-65c7cb28e049","mtr.block.BlockNode","","","(-2754, 80, 3691)","DELETE","{
  ""type"": ""TRAIN""
}","{}"
"2024-06-14T12:18:50.093+02:00","Cocam12345","e07e6e16-b0ba-4454-900c-65c7cb28e049","mtr.block.BlockNode","","","(-2754, 80, 3691)","DELETE","{
  ""type"": ""TRAIN""
}","{}"
"2024-06-14T12:20:18.994+02:00","Cocam12345","e07e6e16-b0ba-4454-900c-65c7cb28e049","mtr.block.BlockNode","","","(-2858, 118, 3646)","DELETE","{
  ""type"": ""TRAIN""
}","{}"
"2024-06-14T12:21:13.935+02:00","Cocam12345","e07e6e16-b0ba-4454-900c-65c7cb28e049","mtr.data.Rail","","","(-2499, 76, 3691)
(-2501, 77, 3691)","CREATE","{}","{
  ""type"": ""DIAMOND"",
  ""one_way"": true
}"
"2024-06-14T12:21:15.188+02:00","Cocam12345","e07e6e16-b0ba-4454-900c-65c7cb28e049","mtr.data.Rail","","","(-2501, 77, 3691)
(-2505, 77, 3691)","CREATE","{}","{
  ""type"": ""DIAMOND"",
  ""one_way"": true
}"
"2024-06-14T12:21:16.334+02:00","Cocam12345","e07e6e16-b0ba-4454-900c-65c7cb28e049","mtr.data.Rail","","","(-2505, 77, 3691)
(-2507, 78, 3691)","CREATE","{}","{
  ""type"": ""DIAMOND"",
  ""one_way"": true
}"
"2024-06-14T12:21:20.186+02:00","Cocam12345","e07e6e16-b0ba-4454-900c-65c7cb28e049","mtr.data.Rail","","","(-2507, 78, 3691)
(-2552, 78, 3691)","CREATE","{}","{
  ""type"": ""DIAMOND"",
  ""one_way"": true
}"
"2024-06-14T12:21:21.287+02:00","Cocam12345","e07e6e16-b0ba-4454-900c-65c7cb28e049","mtr.data.Rail","","","(-2552, 78, 3691)
(-2554, 77, 3691)","CREATE","{}","{
  ""type"": ""DIAMOND"",
  ""one_way"": true
}"
"2024-06-14T12:21:22.236+02:00","Cocam12345","e07e6e16-b0ba-4454-900c-65c7cb28e049","mtr.data.Rail","","","(-2554, 77, 3691)
(-2556, 77, 3691)","CREATE","{}","{
  ""type"": ""DIAMOND"",
  ""one_way"": true
}"
"2024-06-14T12:21:23.087+02:00","Cocam12345","e07e6e16-b0ba-4454-900c-65c7cb28e049","mtr.data.Rail","","","(-2556, 77, 3691)
(-2558, 76, 3691)","CREATE","{}","{
  ""type"": ""DIAMOND"",
  ""one_way"": true
}"
